movieId,title,movieIndex
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",1446
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",1447
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",1448
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",1449
1974,Friday the 13th (1980),1450
1975,Friday the 13th Part 2 (1981),1451
1976,Friday the 13th Part 3: 3D (1982),1452
1977,Friday the 13th Part IV: The Final Chapter (1984),1453
1978,Friday the 13th Part V: A New Beginning (1985),1454
1979,Friday the 13th Part VI: Jason Lives (1986),1455
1980,Friday the 13th Part VII: The New Blood (1988),1456
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),1457
1982,Halloween (1978),1458
1983,Halloween II (1981),1459
1984,Halloween III: Season of the Witch (1982),1460
1985,Halloween 4: The Return of Michael Myers (1988),1461
1986,Halloween 5: The Revenge of Michael Myers (1989),1462
1987,Prom Night (1980),1463
1990,Prom Night IV: Deliver Us From Evil (1992),1464
1991,Child's Play (1988),1465
1992,Child's Play 2 (1990),1466
1993,Child's Play 3 (1991),1467
1994,Poltergeist (1982),1468
1995,Poltergeist II: The Other Side (1986),1469
1996,Poltergeist III (1988),1470
1997,"Exorcist, The (1973)",1471
1998,Exorcist II: The Heretic (1977),1472
1999,"Exorcist III, The (1990)",1473
2000,Lethal Weapon (1987),1474
2001,Lethal Weapon 2 (1989),1475
2002,Lethal Weapon 3 (1992),1476
2003,Gremlins (1984),1477
2004,Gremlins 2: The New Batch (1990),1478
2005,"Goonies, The (1985)",1479
2006,"Mask of Zorro, The (1998)",1480
2007,Polish Wedding (1998),1481
2008,"This World, Then the Fireworks (1997)",1482
2009,Soylent Green (1973),1483
2010,Metropolis (1927),1484
2011,Back to the Future Part II (1989),1485
2012,Back to the Future Part III (1990),1486
2013,"Poseidon Adventure, The (1972)",1487
2014,Freaky Friday (1977),1488
2015,"Absent-Minded Professor, The (1961)",1489
2016,"Apple Dumpling Gang Rides Again, The (1979)",1490
2017,Babes in Toyland (1961),1491
2018,Bambi (1942),1492
2019,Seven Samurai (Shichinin no samurai) (1954),1493
2020,Dangerous Liaisons (1988),1494
2021,Dune (1984),1495
2022,"Last Temptation of Christ, The (1988)",1496
2023,"Godfather: Part III, The (1990)",1497
2024,"Rapture, The (1991)",1498
2025,Lolita (1997),1499
2026,Disturbing Behavior (1998),1500
2027,Jane Austen's Mafia! (1998),1501
2028,Saving Private Ryan (1998),1502
2032,"Barefoot Executive, The (1971)",1503
2033,"Black Cauldron, The (1985)",1504
2034,"Black Hole, The (1979)",1505
2035,Blackbeard's Ghost (1968),1506
2036,Blank Check (1994),1507
2037,Candleshoe (1977),1508
2038,"Cat from Outer Space, The (1978)",1509
2040,"Computer Wore Tennis Shoes, The (1969)",1510
2041,Condorman (1981),1511
2042,D2: The Mighty Ducks (1994),1512
2043,Darby O'Gill and the Little People (1959),1513
2044,"Devil and Max Devlin, The (1981)",1514
2046,Flight of the Navigator (1986),1515
2048,"Great Mouse Detective, The (1986)",1516
2050,Herbie Goes Bananas (1980),1517
2051,Herbie Goes to Monte Carlo (1977),1518
2052,Hocus Pocus (1993),1519
2053,"Honey, I Blew Up the Kid (1992)",1520
2054,"Honey, I Shrunk the Kids (1989)",1521
2055,Hot Lead and Cold Feet (1978),1522
2056,In Search of the Castaways (1962),1523
2057,"Incredible Journey, The (1963)",1524
2058,"Negotiator, The (1998)",1525
2059,"Parent Trap, The (1998)",1526
2060,BASEketball (1998),1527
2064,Roger & Me (1989),1528
2065,"Purple Rose of Cairo, The (1985)",1529
2066,Out of the Past (1947),1530
2067,Doctor Zhivago (1965),1531
2068,Fanny and Alexander (Fanny och Alexander) (1982),1532
2069,"Trip to Bountiful, The (1985)",1533
2070,Tender Mercies (1983),1534
2071,And the Band Played On (1993),1535
2072,"'burbs, The (1989)",1536
2073,Fandango (1985),1537
2074,"Night Porter, The (Portiere di notte, Il) (1974)",1538
2075,Mephisto (1981),1539
2076,Blue Velvet (1986),1540
2077,"Journey of Natty Gann, The (1985)",1541
2078,"Jungle Book, The (1967)",1542
2080,Lady and the Tramp (1955),1543
2081,"Little Mermaid, The (1989)",1544
2082,"Mighty Ducks, The (1992)",1545
2083,"Muppet Christmas Carol, The (1992)",1546
2084,Newsies (1992),1547
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),1548
2087,Peter Pan (1953),1549
2088,Popeye (1980),1550
2089,"Rescuers Down Under, The (1990)",1551
2090,"Rescuers, The (1977)",1552
2091,Return from Witch Mountain (1978),1553
2092,"Return of Jafar, The (1994)",1554
2093,Return to Oz (1985),1555
2094,"Rocketeer, The (1991)",1556
2095,"Shaggy D.A., The (1976)",1557
2096,Sleeping Beauty (1959),1558
2097,Something Wicked This Way Comes (1983),1559
2098,Son of Flubber (1963),1560
2099,Song of the South (1946),1561
2100,Splash (1984),1562
2102,Steamboat Willie (1928),1563
2103,Tall Tale (1995),1564
2104,Tex (1982),1565
2105,Tron (1982),1566
2106,Swing Kids (1993),1567
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),1568
2108,L.A. Story (1991),1569
2109,"Jerk, The (1979)",1570
2110,Dead Men Don't Wear Plaid (1982),1571
2111,"Man with Two Brains, The (1983)",1572
2112,Grand Canyon (1991),1573
2114,"Outsiders, The (1983)",1574
2115,Indiana Jones and the Temple of Doom (1984),1575
2116,"Lord of the Rings, The (1978)",1576
2117,1984 (Nineteen Eighty-Four) (1984),1577
2118,"Dead Zone, The (1983)",1578
2119,Maximum Overdrive (1986),1579
2120,Needful Things (1993),1580
2121,Cujo (1983),1581
2122,Children of the Corn (1984),1582
2123,All Dogs Go to Heaven (1989),1583
2124,"Addams Family, The (1991)",1584
2125,Ever After: A Cinderella Story (1998),1585
2126,Snake Eyes (1998),1586
2130,Atlantic City (1980),1587
2131,Autumn Sonata (Höstsonaten) (1978),1588
2132,Who's Afraid of Virginia Woolf? (1966),1589
2133,Adventures in Babysitting (1987),1590
2134,Weird Science (1985),1591
2135,Doctor Dolittle (1967),1592
2136,"Nutty Professor, The (1963)",1593
2137,Charlotte's Web (1973),1594
2138,Watership Down (1978),1595
2139,"Secret of NIMH, The (1982)",1596
2140,"Dark Crystal, The (1982)",1597
2141,"American Tail, An (1986)",1598
2142,"American Tail: Fievel Goes West, An (1991)",1599
2143,Legend (1985),1600
2144,Sixteen Candles (1984),1601
2145,Pretty in Pink (1986),1602
2146,St. Elmo's Fire (1985),1603
2147,"Clan of the Cave Bear, The (1986)",1604
2148,House (1986),1605
2149,House II: The Second Story (1987),1606
2150,"Gods Must Be Crazy, The (1980)",1607
2151,"Gods Must Be Crazy II, The (1989)",1608
2152,Air Bud: Golden Receiver (1998),1609
2153,"Avengers, The (1998)",1610
2154,How Stella Got Her Groove Back (1998),1611
2155,"Slums of Beverly Hills, The (1998)",1612
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",1613
2159,Henry: Portrait of a Serial Killer (1986),1614
2160,Rosemary's Baby (1968),1615
2161,"NeverEnding Story, The (1984)",1616
2162,"NeverEnding Story II: The Next Chapter, The (1990)",1617
2163,Attack of the Killer Tomatoes! (1978),1618
2164,Surf Nazis Must Die (1987),1619
2165,Your Friends and Neighbors (1998),1620
2166,Return to Paradise (1998),1621
2167,Blade (1998),1622
2169,Dead Man on Campus (1998),1623
2170,Wrongfully Accused (1998),1624
2171,Next Stop Wonderland (1998),1625
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",1626
2174,Beetlejuice (1988),1627
2175,Déjà Vu (1997),1628
2176,Rope (1948),1629
2177,Family Plot (1976),1630
2178,Frenzy (1972),1631
2179,Topaz (1969),1632
2180,Torn Curtain (1966),1633
2181,Marnie (1964),1634
2182,"Wrong Man, The (1956)",1635
2183,"Man Who Knew Too Much, The (1956)",1636
2184,"Trouble with Harry, The (1955)",1637
2185,I Confess (1953),1638
2186,Strangers on a Train (1951),1639
2187,Stage Fright (1950),1640
2188,54 (1998),1641
2190,Why Do Fools Fall In Love? (1998),1642
2193,Willow (1988),1643
2194,"Untouchables, The (1987)",1644
2195,Dirty Work (1998),1645
2196,Knock Off (1998),1646
2201,"Paradine Case, The (1947)",1647
2202,Lifeboat (1944),1648
2203,Shadow of a Doubt (1943),1649
2204,Saboteur (1942),1650
2205,Mr. & Mrs. Smith (1941),1651
2206,Suspicion (1941),1652
2207,Jamaica Inn (1939),1653
2208,"Lady Vanishes, The (1938)",1654
2210,Sabotage (1936),1655
2211,Secret Agent (1936),1656
2212,"Man Who Knew Too Much, The (1934)",1657
2226,"Ring, The (1927)",1658
2227,"Lodger: A Story of the London Fog, The (1927)",1659
2231,Rounders (1998),1660
2232,Cube (1997),1661
2236,Simon Birch (1998),1662
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),1663
2240,My Bodyguard (1980),1664
2241,Class (1983),1665
2243,Broadcast News (1987),1666
2244,"Allnighter, The (1987)",1667
2245,Working Girl (1988),1668
2247,Married to the Mob (1988),1669
2248,Say Anything... (1989),1670
2249,My Blue Heaven (1990),1671
2252,Hero (1992),1672
2253,Toys (1992),1673
2255,Young Doctors in Love (1982),1674
2256,Parasite (1982),1675
2257,No Small Affair (1984),1676
2259,Blame It on Rio (1984),1677
2260,Wisdom (1986),1678
2261,One Crazy Summer (1986),1679
2262,About Last Night... (1986),1680
2263,"Seventh Sign, The (1988)",1681
2264,We're No Angels (1989),1682
2265,Nothing But Trouble (1991),1683
2266,"Butcher's Wife, The (1991)",1684
2267,Mortal Thoughts (1991),1685
2268,"Few Good Men, A (1992)",1686
2269,Indecent Proposal (1993),1687
2271,Permanent Midnight (1998),1688
2272,One True Thing (1998),1689
2273,Rush Hour (1998),1690
2275,Six-String Samurai (1998),1691
2278,Ronin (1998),1692
2279,Urban Legend (1998),1693
2280,Clay Pigeons (1998),1694
2281,Monument Ave. (1998),1695
2282,Pecker (1998),1696
2283,"Sheltering Sky, The (1990)",1697
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",1698
2287,Them! (1954),1699
2288,"Thing, The (1982)",1700
2289,"Player, The (1992)",1701
2290,Stardust Memories (1980),1702
2291,Edward Scissorhands (1990),1703
2292,Overnight Delivery (1998),1704
2294,Antz (1998),1705
2295,"Impostors, The (1998)",1706
2296,"Night at the Roxbury, A (1998)",1707
2297,What Dreams May Come (1998),1708
2298,Strangeland (1998),1709
2300,"Producers, The (1968)",1710
2301,History of the World: Part I (1981),1711
2302,My Cousin Vinny (1992),1712
2303,Nashville (1975),1713
2304,Love Is the Devil (1998),1714
2306,Holy Man (1998),1715
2307,One Tough Cop (1998),1716
2310,"Mighty, The (1998)",1717
2311,2010: The Year We Make Contact (1984),1718
2312,Children of a Lesser God (1986),1719
2313,"Elephant Man, The (1980)",1720
2314,Beloved (1998),1721
2315,Bride of Chucky (Child's Play 4) (1998),1722
2316,Practical Magic (1998),1723
2318,Happiness (1998),1724
2320,Apt Pupil (1998),1725
2321,Pleasantville (1998),1726
2322,Soldier (1998),1727
2323,"Cruise, The (1998)",1728
2324,Life Is Beautiful (La Vita è bella) (1997),1729
2325,Orgazmo (1997),1730
2327,Tales from the Darkside: The Movie (1990),1731
2328,Vampires (1998),1732
2329,American History X (1998),1733
2330,Hands on a Hard Body (1996),1734
2331,Living Out Loud (1998),1735
2332,Belly (1998),1736
2333,Gods and Monsters (1998),1737
2334,"Siege, The (1998)",1738
2335,"Waterboy, The (1998)",1739
2336,Elizabeth (1998),1740
2337,Velvet Goldmine (1998),1741
2338,I Still Know What You Did Last Summer (1998),1742
2339,I'll Be Home For Christmas (1998),1743
2340,Meet Joe Black (1998),1744
2342,Hard Core Logo (1996),1745
2344,Runaway Train (1985),1746
2346,"Stepford Wives, The (1975)",1747
2347,"Pope of Greenwich Village, The (1984)",1748
2348,Sid and Nancy (1986),1749
2349,Mona Lisa (1986),1750
2350,Heart Condition (1990),1751
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",1752
2352,"Big Chill, The (1983)",1753
2353,Enemy of the State (1998),1754
2354,"Rugrats Movie, The (1998)",1755
2355,"Bug's Life, A (1998)",1756
2356,Celebrity (1998),1757
2357,Central Station (Central do Brasil) (1998),1758
2358,Savior (1998),1759
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),1760
2360,"Celebration, The (Festen) (1998)",1761
2361,Pink Flamingos (1972),1762
2362,Glen or Glenda (1953),1763
2363,Godzilla (Gojira) (1954),1764
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",1765
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),1766
2366,King Kong (1933),1767
2367,King Kong (1976),1768
2368,King Kong Lives (1986),1769
2369,Desperately Seeking Susan (1985),1770
2370,"Emerald Forest, The (1985)",1771
2371,Fletch (1985),1772
2372,Fletch Lives (1989),1773
2373,Red Sonja (1985),1774
2374,Gung Ho (1986),1775
2375,"Money Pit, The (1986)",1776
2376,"View to a Kill, A (1985)",1777
2377,Lifeforce (1985),1778
2378,Police Academy (1984),1779
2379,Police Academy 2: Their First Assignment (1985),1780
2380,Police Academy 3: Back in Training (1986),1781
2381,Police Academy 4: Citizens on Patrol (1987),1782
2382,Police Academy 5: Assignment: Miami Beach (1988),1783
2383,Police Academy 6: City Under Siege (1989),1784
2384,Babe: Pig in the City (1998),1785
2385,Home Fries (1998),1786
2387,Very Bad Things (1998),1787
2388,Steam: The Turkish Bath (Hamam) (1997),1788
2389,Psycho (1998),1789
2390,Little Voice (1998),1790
2391,"Simple Plan, A (1998)",1791
2392,Jack Frost (1998),1792
2393,Star Trek: Insurrection (1998),1793
2394,"Prince of Egypt, The (1998)",1794
2395,Rushmore (1998),1795
2396,Shakespeare in Love (1998),1796
2398,Miracle on 34th Street (1947),1797
2399,Santa Claus: The Movie (1985),1798
2400,Prancer (1989),1799
2401,Pale Rider (1985),1800
2402,Rambo: First Blood Part II (1985),1801
2403,First Blood (Rambo: First Blood) (1982),1802
2404,Rambo III (1988),1803
2405,"Jewel of the Nile, The (1985)",1804
2406,Romancing the Stone (1984),1805
2407,Cocoon (1985),1806
2408,Cocoon: The Return (1988),1807
2409,Rocky II (1979),1808
2410,Rocky III (1982),1809
2411,Rocky IV (1985),1810
2412,Rocky V (1990),1811
2413,Clue (1985),1812
2414,Young Sherlock Holmes (1985),1813
2415,Violets Are Blue... (1986),1814
2416,Back to School (1986),1815
2417,Heartburn (1986),1816
2418,Nothing in Common (1986),1817
2419,Extremities (1986),1818
2420,"Karate Kid, The (1984)",1819
2421,"Karate Kid, Part II, The (1986)",1820
2422,"Karate Kid, Part III, The (1989)",1821
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),1822
2424,You've Got Mail (1998),1823
2425,"General, The (1998)",1824
2427,"Thin Red Line, The (1998)",1825
2428,"Faculty, The (1998)",1826
2429,Mighty Joe Young (1998),1827
2430,Mighty Joe Young (1949),1828
2431,Patch Adams (1998),1829
2432,Stepmom (1998),1830
2433,"Civil Action, A (1998)",1831
2435,Hurlyburly (1998),1832
2436,Tea with Mussolini (1999),1833
2439,Affliction (1997),1834
2442,Hilary and Jackie (1998),1835
2443,Playing by Heart (1998),1836
2445,At First Sight (1999),1837
2446,In Dreams (1999),1838
2447,Varsity Blues (1999),1839
2448,Virus (1999),1840
2450,Howard the Duck (1986),1841
2451,"Gate, The (1987)",1842
2453,"Boy Who Could Fly, The (1986)",1843
2454,"Fly, The (1958)",1844
2455,"Fly, The (1986)",1845
2456,"Fly II, The (1989)",1846
2457,Running Scared (1986),1847
2458,Armed and Dangerous (1986),1848
2459,"Texas Chainsaw Massacre, The (1974)",1849
2460,"Texas Chainsaw Massacre 2, The (1986)",1850
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),1851
2463,Ruthless People (1986),1852
2465,Deadly Friend (1986),1853
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",1854
2468,Jumpin' Jack Flash (1986),1855
2469,Peggy Sue Got Married (1986),1856
2470,Crocodile Dundee (1986),1857
2471,Crocodile Dundee II (1988),1858
2472,Tough Guys (1986),1859
2473,Soul Man (1986),1860
2474,"Color of Money, The (1986)",1861
2475,52 Pick-Up (1986),1862
2476,Heartbreak Ridge (1986),1863
2477,Firewalker (1986),1864
2478,¡Three Amigos! (1986),1865
2481,My Name Is Joe (1998),1866
2482,Still Crazy (1998),1867
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",1868
2485,She's All That (1999),1869
2488,Peeping Tom (1960),1870
2490,Payback (1999),1871
2491,Simply Irresistible (1999),1872
2492,20 Dates (1998),1873
2493,"Harmonists, The (1997)",1874
2494,"Last Days, The (1998)",1875
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",1876
2496,Blast from the Past (1999),1877
2497,Message in a Bottle (1999),1878
2498,My Favorite Martian (1999),1879
2500,Jawbreaker (1999),1880
2501,October Sky (1999),1881
2502,Office Space (1999),1882
2503,"Apple, The (Sib) (1998)",1883
2504,200 Cigarettes (1999),1884
2505,8MM (1999),1885
2506,"Other Sister, The (1999)",1886
2511,"Long Goodbye, The (1973)",1887
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",1888
2513,Pet Sematary (1989),1889
2514,Pet Sematary II (1992),1890
2515,Children of the Corn II: The Final Sacrifice (1993),1891
2516,Children of the Corn III (1994),1892
2517,Christine (1983),1893
2518,Night Shift (1982),1894
2520,Airport (1970),1895
2521,Airport 1975 (1974),1896
2522,Airport '77 (1977),1897
2523,Rollercoaster (1977),1898
2524,"Towering Inferno, The (1974)",1899
2525,Alligator (1980),1900
2526,Meteor (1979),1901
2527,Westworld (1973),1902
2528,Logan's Run (1976),1903
2529,Planet of the Apes (1968),1904
2530,Beneath the Planet of the Apes (1970),1905
2531,Battle for the Planet of the Apes (1973),1906
2532,Conquest of the Planet of the Apes (1972),1907
2533,Escape from the Planet of the Apes (1971),1908
2534,Avalanche (1978),1909
2535,Earthquake (1974),1910
2537,Beyond the Poseidon Adventure (1979),1911
2538,Dancemaker (1998),1912
2539,Analyze This (1999),1913
2540,"Corruptor, The (1999)",1914
2541,Cruel Intentions (1999),1915
2542,"Lock, Stock & Two Smoking Barrels (1998)",1916
2544,"School of Flesh, The (École de la chair, L') (1998)",1917
2546,"Deep End of the Ocean, The (1999)",1918
2548,"Rage: Carrie 2, The (1999)",1919
2549,Wing Commander (1999),1920
2550,"Haunting, The (1963)",1921
2551,Dead Ringers (1988),1922
2552,My Boyfriend's Back (1993),1923
2553,Village of the Damned (1960),1924
2554,Children of the Damned (1963),1925
2555,Baby Geniuses (1999),1926
2557,I Stand Alone (Seul contre tous) (1998),1927
2558,Forces of Nature (1999),1928
2559,"King and I, The (1999)",1929
2560,Ravenous (1999),1930
2561,True Crime (1999),1931
2563,Dangerous Beauty (1998),1932
2565,"King and I, The (1956)",1933
2566,Doug's 1st Movie (1999),1934
2567,EDtv (1999),1935
2568,"Mod Squad, The (1999)",1936
2570,"Walk on the Moon, A (1999)",1937
2571,"Matrix, The (1999)",1938
2572,10 Things I Hate About You (1999),1939
2573,Tango (1998),1940
2574,"Out-of-Towners, The (1999)",1941
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",1942
2577,Metroland (1997),1943
2579,Following (1998),1944
2580,Go (1999),1945
2581,Never Been Kissed (1999),1946
2582,Twin Dragons (Shuang long hui) (1992),1947
2583,Cookie's Fortune (1999),1948
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",1949
2586,Goodbye Lover (1999),1950
2587,Life (1999),1951
2589,Friends & Lovers (1999),1952
2590,Hideous Kinky (1998),1953
2593,"Monster, The (Mostro, Il) (1994)",1954
2594,Open Your Eyes (Abre los ojos) (1997),1955
2596,SLC Punk! (1998),1956
2597,Lost & Found (1999),1957
2598,Pushing Tin (1999),1958
2599,Election (1999),1959
2600,eXistenZ (1999),1960
2605,Entrapment (1999),1961
2606,Idle Hands (1999),1962
2607,Get Real (1998),1963
2609,"King of Masks, The (Bian Lian) (1996)",1964
2611,"Winslow Boy, The (1999)",1965
2612,Mildred Pierce (1945),1966
2613,Night of the Comet (1984),1967
2614,Chopping Mall (a.k.a. Killbots) (1986),1968
2615,My Science Project (1985),1969
2616,Dick Tracy (1990),1970
2617,"Mummy, The (1999)",1971
2618,"Castle, The (1997)",1972
2620,This Is My Father (1998),1973
2622,William Shakespeare's A Midsummer Night's Dream (1999),1974
2623,Trippin' (1999),1975
2624,After Life (Wandafuru raifu) (1998),1976
2625,Black Mask (Hak hap) (1996),1977
2628,Star Wars: Episode I - The Phantom Menace (1999),1978
2629,"Love Letter, The (1999)",1979
2630,Besieged (a.k.a. L' Assedio) (1998),1980
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",1981
2633,"Mummy, The (1932)",1982
2634,"Mummy, The (1959)",1983
2639,Mommie Dearest (1981),1984
2640,Superman (1978),1985
2641,Superman II (1980),1986
2642,Superman III (1983),1987
2643,Superman IV: The Quest for Peace (1987),1988
2644,Dracula (1931),1989
2648,Frankenstein (1931),1990
2651,Frankenstein Meets the Wolf Man (1943),1991
2652,"Curse of Frankenstein, The (1957)",1992
2654,"Wolf Man, The (1941)",1993
2655,Howling II: Your Sister Is a Werewolf (1985),1994
2656,Tarantula (1955),1995
2657,"Rocky Horror Picture Show, The (1975)",1996
2659,It Came from Hollywood (1982),1997
2660,"Thing from Another World, The (1951)",1998
2661,It Came from Outer Space (1953),1999
2662,"War of the Worlds, The (1953)",2000
2664,Invasion of the Body Snatchers (1956),2001
2665,Earth vs. the Flying Saucers (1956),2002
2668,Swamp Thing (1982),2003
2669,Pork Chop Hill (1959),2004
2670,Run Silent Run Deep (1958),2005
2671,Notting Hill (1999),2006
2672,"Thirteenth Floor, The (1999)",2007
2674,"Loss of Sexual Innocence, The (1999)",2008
2676,Instinct (1999),2009
2677,Buena Vista Social Club (1999),2010
2681,Free Enterprise (1998),2011
2682,Limbo (1999),2012
2683,Austin Powers: The Spy Who Shagged Me (1999),2013
2686,"Red Violin, The (Violon rouge, Le) (1998)",2014
2687,Tarzan (1999),2015
2688,"General's Daughter, The (1999)",2016
2690,"Ideal Husband, An (1999)",2017
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",2018
2692,Run Lola Run (Lola rennt) (1998),2019
2693,Trekkies (1997),2020
2694,Big Daddy (1999),2021
2695,"Boys, The (1998)",2022
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",2023
2697,My Son the Fanatic (1997),2024
2698,Zone 39 (1997),2025
2699,Arachnophobia (1990),2026
2700,"South Park: Bigger, Longer and Uncut (1999)",2027
2701,Wild Wild West (1999),2028
2702,Summer of Sam (1999),2029
2706,American Pie (1999),2030
2707,Arlington Road (1999),2031
2708,"Autumn Tale, An (Conte d'automne) (1998)",2032
2709,Muppets From Space (1999),2033
2710,"Blair Witch Project, The (1999)",2034
2712,Eyes Wide Shut (1999),2035
2713,Lake Placid (1999),2036
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),2037
2717,Ghostbusters II (1989),2038
2718,Drop Dead Gorgeous (1999),2039
2719,"Haunting, The (1999)",2040
2720,Inspector Gadget (1999),2041
2722,Deep Blue Sea (1999),2042
2723,Mystery Men (1999),2043
2724,Runaway Bride (1999),2044
2725,Twin Falls Idaho (1999),2045
2726,"Killing, The (1956)",2046
2727,Killer's Kiss (1955),2047
2728,Spartacus (1960),2048
2729,Lolita (1962),2049
2730,Barry Lyndon (1975),2050
2731,"400 Blows, The (Les quatre cents coups) (1959)",2051
2732,Jules and Jim (Jules et Jim) (1961),2052
2733,Vibes (1988),2053
2734,"Mosquito Coast, The (1986)",2054
2735,"Golden Child, The (1986)",2055
2736,Brighton Beach Memoirs (1986),2056
2737,Assassination (1987),2057
2738,Crimes of the Heart (1986),2058
2739,"Color Purple, The (1985)",2059
2740,"Kindred, The (1986)",2060
2741,No Mercy (1986),2061
2742,Ménage (Tenue de soirée) (1986),2062
2743,Native Son (1986),2063
2744,Otello (1986),2064
2745,"Mission, The (1986)",2065
2746,Little Shop of Horrors (1986),2066
2747,"Little Shop of Horrors, The (1960)",2067
2748,Allan Quatermain and the Lost City of Gold (1987),2068
2749,"Morning After, The (1986)",2069
2750,Radio Days (1987),2070
2751,From the Hip (1987),2071
2752,Outrageous Fortune (1987),2072
2754,Deadtime Stories (1987),2073
2757,Frances (1982),2074
2759,Dick (1999),2075
2761,"Iron Giant, The (1999)",2076
2762,"Sixth Sense, The (1999)",2077
2763,"Thomas Crown Affair, The (1999)",2078
2764,"Thomas Crown Affair, The (1968)",2079
2765,"Acid House, The (1998)",2080
2766,"Adventures of Sebastian Cole, The (1998)",2081
2769,"Yards, The (2000)",2082
2770,Bowfinger (1999),2083
2771,Brokedown Palace (1999),2084
2772,Detroit Rock City (1999),2085
2774,Better Than Chocolate (1999),2086
2775,Head On (1998),2087
2779,Heaven Can Wait (1978),2088
2782,Pit and the Pendulum (1961),2089
2784,"Masque of the Red Death, The (1964)",2090
2786,Haunted Honeymoon (1986),2091
2787,Cat's Eye (1985),2092
2788,Monty Python's And Now for Something Completely Different (1971),2093
2789,Damien: Omen II (1978),2094
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",2095
2791,Airplane! (1980),2096
2792,Airplane II: The Sequel (1982),2097
2793,"American Werewolf in Paris, An (1997)",2098
2794,European Vacation (aka National Lampoon's European Vacation) (1985),2099
2795,National Lampoon's Vacation (1983),2100
2796,Funny Farm (1988),2101
2797,Big (1988),2102
2798,Problem Child (1990),2103
2799,Problem Child 2 (1991),2104
2800,Little Nemo: Adventures in Slumberland (1992),2105
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),2106
2802,Tequila Sunrise (1988),2107
2803,"Pelican Brief, The (1993)",2108
2804,"Christmas Story, A (1983)",2109
2805,Mickey Blue Eyes (1999),2110
2806,Teaching Mrs. Tingle (1999),2111
2807,Universal Soldier: The Return (1999),2112
2808,Universal Soldier (1992),2113
2810,Perfect Blue (1997),2114
2812,In Too Deep (1999),2115
2813,"Source, The (1999)",2116
2815,Iron Eagle (1986),2117
2816,Iron Eagle II (1988),2118
2817,Aces: Iron Eagle III (1992),2119
2818,Iron Eagle IV (1995),2120
2819,Three Days of the Condor (3 Days of the Condor) (1975),2121
2820,Hamlet (1964),2122
2822,Medicine Man (1992),2123
2824,On the Ropes (1999),2124
2826,"13th Warrior, The (1999)",2125
2827,"Astronaut's Wife, The (1999)",2126
2828,Dudley Do-Right (1999),2127
2829,"Muse, The (1999)",2128
2835,Chill Factor (1999),2129
2836,Outside Providence (1999),2130
2837,Bedrooms & Hallways (1998),2131
2839,West Beirut (West Beyrouth) (1998),2132
2840,Stigmata (1999),2133
2841,Stir of Echoes (1999),2134
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",2135
2844,"Minus Man, The (1999)",2136
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",2137
2847,Only Angels Have Wings (1939),2138
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",2139
2851,Saturn 3 (1980),2140
2852,"Soldier's Story, A (1984)",2141
2856,I Saw What You Did (1965),2142
2857,Yellow Submarine (1968),2143
2858,American Beauty (1999),2144
2859,Stop Making Sense (1984),2145
2860,Blue Streak (1999),2146
2861,For Love of the Game (1999),2147
2862,Caligula (1979),2148
2863,"Hard Day's Night, A (1964)",2149
2865,Sugar Town (1999),2150
2866,"Buddy Holly Story, The (1978)",2151
2867,Fright Night (1985),2152
